query,cls
Где новичкам искать идеи для инвестирования?,0
Где новичкам искать идеи для инвестирования?,0
Где новичкам искать идеи для инвестирования,0
Где новичкам искать идеи для инвестирования,0
Где новичкам искать идеи для инвестирования,0
Как накопить на пенсию на фондовом рынке,0
Как накопить на пенсию на фондовом рынке,0
Как накопить на пенсию на фондовом рынке,0
Инвестиции для госслужащих: правила покупки ценных бумаг,0
Инвестиции для госслужащих: правила покупки ценных бумаг,0
Инвестиции для госслужащих: правила покупки ценных бумаг?,0
Что такое ETF и стоит ли в них инвестировать?,0
Что такое ETF и стоит ли в них инвестировать,0
Что такое ETF и стоит ли в них инвестировать,0
Что такое ETF и стоит ли в них инвестировать,0
Что такое ETF и стоит ли в них инвестировать,0
Кредитный рейтинг компании: что означает и как его использовать,0
Кредитный рейтинг компании: что означает и как его использовать?,0
Кредитный рейтинг компании: что означает и как его использовать,0
Инвестиции для военнослужащих: как торговать на бирже и не нарушить закон,0
Инвестиции для военнослужащих: как торговать на бирже и не нарушить закон?,0
Инвестиции для военнослужащих: как торговать на бирже и не нарушить закон,0
"Коррекция: как сохранить капитал, когда акции падают",0
"Коррекция: как сохранить капитал, когда акции падают",0
"Коррекция: как сохранить капитал, когда акции падают?",0
"Коррекция: как сохранить капитал, когда акции падают?",0
"Коррекция: как сохранить капитал, когда акции падают?",0
Nasdaq и S&P 500: что важно знать об индексах?,0
Nasdaq и S&P 500: что важно знать об индексах?,0
Nasdaq и S&P 500: что важно знать об индексах?,0
Nasdaq и S&P 500: что важно знать об индексах?,0
Инвестирование и трейдинг: в чем разница?,0
Инвестирование и трейдинг: в чем разница?,0
Инвестирование и трейдинг: в чем разница,0
Что такое инвестиционные фонды и как они работают?,0
Что такое инвестиционные фонды и как они работают?,0
Что такое инвестиционные фонды и как они работают?,0
Что такое инвестиционные фонды и как они работают?,0
"Как построить стратегию, которая реально сможет принести прибыль??",0
"Как построить стратегию, которая реально сможет принести прибыль??",0
"Как построить стратегию, которая реально сможет принести прибыль??",0
"Как построить стратегию, которая реально сможет принести прибыль?",0
Сколько стоит ваше право голоса?,0
Сколько стоит ваше право голоса?,0
Сколько стоит ваше право голоса?,0
Сколько стоит ваше право голоса,0
Сколько стоит ваше право голоса?,0
"5 советов, как правильно вести бюджет",0
"5 советов, как правильно вести бюджет?",0
"5 советов, как правильно вести бюджет",0
"5 советов, как правильно вести бюджет?",0
"5 советов, как правильно вести бюджет?",0
Что такое трейдинг и как он работает?,0
Что такое трейдинг и как он работает,0
Что такое трейдинг и как он работает?,0
Что такое трейдинг и как он работает,0
Что такое трейдинг и как он работает?,0
Что такое трейдинг и как он работает,0
Арбитраж на бирже: основные стратегии и риски?,0
Арбитраж на бирже: основные стратегии и риски,0
Арбитраж на бирже: основные стратегии и риски,0
Дивидендная стратегия инвестирования — как жить на дивиденды от акций?,0
Дивидендная стратегия инвестирования — как жить на дивиденды от акций,0
Дивидендная стратегия инвестирования — как жить на дивиденды от акций,0
Дивидендная стратегия инвестирования — как жить на дивиденды от акций,0
Инвестиционный портфель для детей: для чего он нужен и как его собрать,0
Инвестиционный портфель для детей: для чего он нужен и как его собрать?,0
Инвестиционный портфель для детей: для чего он нужен и как его собрать?,0
Инвестиционный портфель для детей: для чего он нужен и как его собрать,0
Четыре распространенные ошибки при составлении портфеля,0
Четыре распространенные ошибки при составлении портфеля?,0
Четыре распространенные ошибки при составлении портфеля,0
Четыре распространенные ошибки при составлении портфеля?,0
Стоит ли открывать несколько брокерских счетов,0
Стоит ли открывать несколько брокерских счетов?,0
Стоит ли открывать несколько брокерских счетов,0
Квартира в Дубае или облигации в дирхамах ОАЭ,0
Квартира в Дубае или облигации в дирхамах ОАЭ?,0
Квартира в Дубае или облигации в дирхамах ОАЭ,0
Квартира в Дубае или облигации в дирхамах ОАЭ?,0
Квартира в Дубае или облигации в дирхамах ОАЭ,0
Какую валюту выбрать вместо доллара,0
Какую валюту выбрать вместо доллара,0
Какую валюту выбрать вместо доллара,0
Какую валюту выбрать вместо доллара,0
НСЖ: что это такое и кому подходит?,0
НСЖ: что это такое и кому подходит?,0
НСЖ: что это такое и кому подходит?,0
Три стратегии для начинающих 30-летних инвесторов?,0
Три стратегии для начинающих 30-летних инвесторов,0
Три стратегии для начинающих 30-летних инвесторов,0
Три стратегии для начинающих 30-летних инвесторов,0
Куда инвестировать 100 000 рублей в 2023 году: 3 идеи,0
Куда инвестировать 100 000 рублей в 2023 году: 3 идеи,0
Куда инвестировать 100 000 рублей в 2023 году: 3 идеи,0
Дешевые и перспективные: 5 акций из индекса Мосбиржи?,0
Дешевые и перспективные: 5 акций из индекса Мосбиржи,0
Дешевые и перспективные: 5 акций из индекса Мосбиржи?,0
"Что делать, если акции падают",0
"Что делать, если акции падают?",0
"Что делать, если акции падают",0
"Что делать, если акции падают?",0
Дивиденды и купоны: что это такое и как можно на них заработать,0
Дивиденды и купоны: что это такое и как можно на них заработать?,0
Дивиденды и купоны: что это такое и как можно на них заработать,0
Дивиденды и купоны: что это такое и как можно на них заработать?,0
Дивиденды: кто платил в 2022 году и может заплатить в 2023 году?,0
Дивиденды: кто платил в 2022 году и может заплатить в 2023 году,0
Дивиденды: кто платил в 2022 году и может заплатить в 2023 году,0
Как составить личный финансовый план и достичь своих целей,0
Как составить личный финансовый план и достичь своих целей,0
Как составить личный финансовый план и достичь своих целей?,0
Правило 4%: как выйти на пенсию с деньгами и не потратить все за год?,0
Правило 4%: как выйти на пенсию с деньгами и не потратить все за год,0
Правило 4%: как выйти на пенсию с деньгами и не потратить все за год,0
Правило 4%: как выйти на пенсию с деньгами и не потратить все за год?,0
Юанизация инвесторов: как купить китайскую валюту на Мосбирже?,0
Юанизация инвесторов: как купить китайскую валюту на Мосбирже,0
Юанизация инвесторов: как купить китайскую валюту на Мосбирже?,0
Что такое внутридневная торговля ценными бумагами и как ее применяют инвесторы,0
Что такое внутридневная торговля ценными бумагами и как ее применяют инвесторы,0
Что такое внутридневная торговля ценными бумагами и как ее применяют инвесторы?,0
Краткосрочные инвестиции: плюсы и минусы?,0
Краткосрочные инвестиции: плюсы и минусы,0
Краткосрочные инвестиции: плюсы и минусы?,0
Краткосрочные инвестиции: плюсы и минусы?,0
Когда регулярные пополнения превратятся в пассивный доход,0
Когда регулярные пополнения превратятся в пассивный доход?,0
Когда регулярные пополнения превратятся в пассивный доход,0
Простые и сложные проценты: какие выгоднее для инвестора,0
Простые и сложные проценты: какие выгоднее для инвестора?,0
Простые и сложные проценты: какие выгоднее для инвестора,0
Что лучше: инвестировать в ПИФы или купить активы на ИИС?,0
Что лучше: инвестировать в ПИФы или купить активы на ИИС,0
Что лучше: инвестировать в ПИФы или купить активы на ИИС,0
Что лучше: инвестировать в ПИФы или купить активы на ИИС?,0
Сложный процент: можно ли превратить 200 тысяч в миллион?,0
Сложный процент: можно ли превратить 200 тысяч в миллион,0
Сложный процент: можно ли превратить 200 тысяч в миллион?,0
Сложный процент: можно ли превратить 200 тысяч в миллион,0
Экономика России: итоги 2023 года?,0
Экономика России: итоги 2023 года?,0
Экономика России: итоги 2023 года?,0
Экономика России: итоги 2023 года,0
Экономика России: итоги 2023 года,0
Экономика России: итоги 2023 года,0
Экономика России: итоги 2023 года?,0
Экономика России: итоги 2023 года,0
"Золотые и валютные резервы России: что это такое, как они формируются и из чего состоят?",0
"Золотые и валютные резервы России: что это такое, как они формируются и из чего состоят",0
"Золотые и валютные резервы России: что это такое, как они формируются и из чего состоят",0
"Золотые и валютные резервы России: что это такое, как они формируются и из чего состоят",0
"Золотые и валютные резервы России: что это такое, как они формируются и из чего состоят",0
Что будет с ценой золота в 2024 году — прогноз,0
Что будет с ценой золота в 2024 году — прогноз?,0
Что будет с ценой золота в 2024 году — прогноз?,0
Валюта БРИКС: когда она может появиться и как повлияет на рубль?,0
Валюта БРИКС: когда она может появиться и как повлияет на рубль,0
Валюта БРИКС: когда она может появиться и как повлияет на рубль,0
Валюта БРИКС: когда она может появиться и как повлияет на рубль,0
Что такое дефолт?,0
Что такое дефолт?,0
Что такое дефолт,0
Что такое дефолт?,0
Что такое дефолт,0
Что такое дефляция и как она влияет на экономику?,0
Что такое дефляция и как она влияет на экономику?,0
Что такое дефляция и как она влияет на экономику?,0
Что такое дефляция и как она влияет на экономику,0
"Дефолт в России 1998: хронология событий, предпосылки, последствия",0
"Дефолт в России 1998: хронология событий, предпосылки, последствия",0
"Дефолт в России 1998: хронология событий, предпосылки, последствия?",0
"Дефолт в России 1998: хронология событий, предпосылки, последствия?",0
"Дефолт в России 1998: хронология событий, предпосылки, последствия",0
Как Америка зависит от потолка госдолга и чем дефолт США может грозить миру в 2023 году,0
Как Америка зависит от потолка госдолга и чем дефолт США может грозить миру в 2023 году?,0
Как Америка зависит от потолка госдолга и чем дефолт США может грозить миру в 2023 году?,0
Как Америка зависит от потолка госдолга и чем дефолт США может грозить миру в 2023 году?,0
Как Америка зависит от потолка госдолга и чем дефолт США может грозить миру в 2023 году?,0
Что такое цифровой рубль и когда его введут,0
Что такое цифровой рубль и когда его введут?,0
Что такое цифровой рубль и когда его введут?,0
Что такое цифровой рубль и когда его введут,0
Что такое цифровой рубль и когда его введут,0
Что такое цифровой рубль и когда его введут,0
"Деноминация или что происходит, когда с денег убирают нули?",0
"Деноминация или что происходит, когда с денег убирают нули",0
"Деноминация или что происходит, когда с денег убирают нули",0
"Деноминация или что происходит, когда с денег убирают нули?",0
"Деноминация или что происходит, когда с денег убирают нули",0
Денежные реформы: от товарных денег до цифровой валюты?,0
Денежные реформы: от товарных денег до цифровой валюты?,0
Денежные реформы: от товарных денег до цифровой валюты?,0
Денежные реформы: от товарных денег до цифровой валюты,0
Денежные реформы: от товарных денег до цифровой валюты,0
Стагфляция в экономике: что это такое и к чему она приводит?,0
Стагфляция в экономике: что это такое и к чему она приводит,0
Стагфляция в экономике: что это такое и к чему она приводит?,0
Стагфляция в экономике: что это такое и к чему она приводит,0
Ключевые индикаторы российской экономики?,0
Ключевые индикаторы российской экономики?,0
Ключевые индикаторы российской экономики?,0
Ключевые индикаторы российской экономики?,0
Ключевые индикаторы российской экономики?,0
Отраслевой индекс металлов на Мосбирже: что это такое и кто в него входит,0
Отраслевой индекс металлов на Мосбирже: что это такое и кто в него входит,0
Отраслевой индекс металлов на Мосбирже: что это такое и кто в него входит?,0
Как подсчитать справедливую стоимость компании по модели DCF?,0
Как подсчитать справедливую стоимость компании по модели DCF?,0
Как подсчитать справедливую стоимость компании по модели DCF?,0
Как подсчитать справедливую стоимость компании по модели DCF?,0
Как подсчитать справедливую стоимость компании по модели DCF?,0
Какой была инфляция в 2022 году,0
Какой была инфляция в 2022 году?,0
Какой была инфляция в 2022 году,0
Что такое пассивный доход и как его получать?,0
Что такое пассивный доход и как его получать,0
Что такое пассивный доход и как его получать?,0
Что такое пассивный доход и как его получать?,0
Что такое индекс страха: как ситуация на фондовом рынке отражает ожидания инвесторов,0
Что такое индекс страха: как ситуация на фондовом рынке отражает ожидания инвесторов?,0
Что такое индекс страха: как ситуация на фондовом рынке отражает ожидания инвесторов?,0
Что такое индекс страха: как ситуация на фондовом рынке отражает ожидания инвесторов?,0
Что такое индекс страха: как ситуация на фондовом рынке отражает ожидания инвесторов,0
Редомициляция: что это такое и когда ее используют?,0
Редомициляция: что это такое и когда ее используют,0
Редомициляция: что это такое и когда ее используют,0
Редомициляция: что это такое и когда ее используют,0
Что такое плановая экономика,0
Что такое плановая экономика,0
Что такое плановая экономика?,0
Что такое плановая экономика?,0
Что такое плановая экономика,0
Что такое эмбарго и как оно влияет на экономику стран,0
Что такое эмбарго и как оно влияет на экономику стран?,0
Что такое эмбарго и как оно влияет на экономику стран?,0
Что такое эмбарго и как оно влияет на экономику стран?,0
Что такое эмбарго и как оно влияет на экономику стран?,0
Стагнация в экономике: что это такое и почему она возникает?,0
Стагнация в экономике: что это такое и почему она возникает?,0
Стагнация в экономике: что это такое и почему она возникает,0
Стагнация в экономике: что это такое и почему она возникает,0
Экономика не в порядке: что такое рецессия и как она возникает?,0
Экономика не в порядке: что такое рецессия и как она возникает,0
Экономика не в порядке: что такое рецессия и как она возникает?,0
Экономика не в порядке: что такое рецессия и как она возникает,0
Экономика не в порядке: что такое рецессия и как она возникает,0
Что такое индекс потребительских цен,0
Что такое индекс потребительских цен?,0
Что такое индекс потребительских цен?,0
Что такое индекс потребительских цен?,0
Что такое индекс потребительских цен,0
Мировой рынок цветных металлов: главное,0
Мировой рынок цветных металлов: главное,0
Мировой рынок цветных металлов: главное?,0
COO и CEO компании — кто это?,0
COO и CEO компании — кто это?,0
COO и CEO компании — кто это?,0
Поворот на Восток: облигации российских компаний в юанях?,0
Поворот на Восток: облигации российских компаний в юанях?,0
Поворот на Восток: облигации российских компаний в юанях?,0
Поворот на Восток: облигации российских компаний в юанях,0
Свободный рынок и рыночная экономика: особенности и преимущества,0
Свободный рынок и рыночная экономика: особенности и преимущества,0
Свободный рынок и рыночная экономика: особенности и преимущества?,0
Свободный рынок и рыночная экономика: особенности и преимущества,0
Что такое сплит акций на бирже и можно ли на нем заработать,0
Что такое сплит акций на бирже и можно ли на нем заработать?,0
Что такое сплит акций на бирже и можно ли на нем заработать,0
Невидимая рука рынка в экономике: что это такое и как работает,0
Невидимая рука рынка в экономике: что это такое и как работает?,0
Невидимая рука рынка в экономике: что это такое и как работает?,0
Краткий обзор идей ведущих экономических школ,0
Краткий обзор идей ведущих экономических школ?,0
Краткий обзор идей ведущих экономических школ?,0
Что такое инфляция в экономике: ее виды и причины,0
Что такое инфляция в экономике: ее виды и причины,0
Что такое инфляция в экономике: ее виды и причины?,0
"Как работают центральные банки, Банк России и что такое ключевая ставка?",0
"Как работают центральные банки, Банк России и что такое ключевая ставка",0
"Как работают центральные банки, Банк России и что такое ключевая ставка?",0
"Как работают центральные банки, Банк России и что такое ключевая ставка",0
Что такое цикличность экономики и почему все ждут кризисов?,0
Что такое цикличность экономики и почему все ждут кризисов,0
Что такое цикличность экономики и почему все ждут кризисов?,0
Виды рынков и особенности рынка финансов,0
Виды рынков и особенности рынка финансов?,0
Как устроена мировая экономика и как можно на нее повлиять,0
Как устроена мировая экономика и как можно на нее повлиять,0
Как устроена мировая экономика и как можно на нее повлиять?,0
Что такое экономический рост и на него влияет обычный человек,0
Что такое экономический рост и на него влияет обычный человек,0
Что такое экономический рост и на него влияет обычный человек,0
Что такое экономический рост и на него влияет обычный человек,0
Кредитные циклы: как устроен рынок заемных средств и как он влияет на жизнь и работу?,0
Кредитные циклы: как устроен рынок заемных средств и как он влияет на жизнь и работу,0
Кредитные циклы: как устроен рынок заемных средств и как он влияет на жизнь и работу,0
Кредитные циклы: как устроен рынок заемных средств и как он влияет на жизнь и работу,0
Кредитные циклы: как устроен рынок заемных средств и как он влияет на жизнь и работу?,0
Макроэкономика: что изучает эта наука и зачем она нужна,0
Макроэкономика: что изучает эта наука и зачем она нужна?,0
Макроэкономика: что изучает эта наука и зачем она нужна,0
Макроэкономика: что изучает эта наука и зачем она нужна?,0
"ВВП, безработица, инфляция: как они влияют на мир и на цены в ближайшем супермаркете?",0
"ВВП, безработица, инфляция: как они влияют на мир и на цены в ближайшем супермаркете",0
"ВВП, безработица, инфляция: как они влияют на мир и на цены в ближайшем супермаркете",0
Сущность и функции денег: как они появились и зачем нужны,0
Сущность и функции денег: как они появились и зачем нужны,0
Сущность и функции денег: как они появились и зачем нужны?,0
Общее собрание акционеров: что это такое и когда оно проводится,0
Общее собрание акционеров: что это такое и когда оно проводится,0
Общее собрание акционеров: что это такое и когда оно проводится,0
Общее собрание акционеров: что это такое и когда оно проводится,0
Общее собрание акционеров: что это такое и когда оно проводится?,0
Прямые иностранные инвестиции: что это такое?,0
Прямые иностранные инвестиции: что это такое,0
Прямые иностранные инвестиции: что это такое?,0
Прямые иностранные инвестиции: что это такое,0
Почему нефть — «черное золото» и как устроен этот рынок?,0
Почему нефть — «черное золото» и как устроен этот рынок,0
Почему нефть — «черное золото» и как устроен этот рынок?,0
Почему нефть — «черное золото» и как устроен этот рынок?,0
Федеральная резервная система: что это такое и как она влияет на экономику,0
Федеральная резервная система: что это такое и как она влияет на экономику?,0
Федеральная резервная система: что это такое и как она влияет на экономику,0
Денежно-кредитная политика государства: что это такое и ее инструменты,0
Денежно-кредитная политика государства: что это такое и ее инструменты,0
Денежно-кредитная политика государства: что это такое и ее инструменты?,0
Денежно-кредитная политика государства: что это такое и ее инструменты?,0
Мировой рынок сырья: алюминий,0
Мировой рынок сырья: алюминий?,0
Мировой рынок сырья: алюминий?,0
Инвестиции и инвестиционная деятельность: определение и виды,0
Инвестиции и инвестиционная деятельность: определение и виды,0
Инвестиции и инвестиционная деятельность: определение и виды,0
Инвестиции и инвестиционная деятельность: определение и виды?,0
Структурные продукты: финансовые инструменты с продуманной стратегией,0
Структурные продукты: финансовые инструменты с продуманной стратегией,0
Структурные продукты: финансовые инструменты с продуманной стратегией?,0
Структурные продукты: финансовые инструменты с продуманной стратегией?,0
Структурные продукты: финансовые инструменты с продуманной стратегией?,0
Зачем нужны инвестиции?,0
Что такое инвестиции,0
Что относится к личным инвестициям,0
С какой суммы можно инвестировать на рынке,0
Как новичку выйти на фондовый рынок,0
что такое инвестиционные инструменты ?,0
как сформировать стартовый капитал новичку?,0
как выбрать брокера новичку?,0
что такое нерычночные инвестиции?,0
Что такое инвестирование,0
зачем инвестировать,0
Что такое ставка риска?,0
"Что делать, если я по совету эксперта в „Телеграме“, купил акций, а они через месяц упали на 20%?",0
чем отличается трейдер от трейдера?,0
"Я начал инвестировать три месяца назад, мой портфель так и не вышел в плюс. Зря я вообще в это ввязался, лучше продать все сейчас",0
"Илон Маск написал в „Твиттере“, что компания, в которую я инвестировал — это не круто, и ее акции обвалились. А я их только вчера купил, видимо, надо продать",0
"Купил кучу акций ради дивидендов, а их сократили. Чувствую себя неудачником?",0
"У надежной компании, в которую давно инвестирую, нашли следы мошенничества в отчетах. Котировки упали. Что делать??",0
"Вложился в IPO одной модной компании, а она подешевела через неделю на 50%",0
"Я решил попробовать фьючерсы, потерял кучу денег и еще столько же должен остался?",0
"Я купил акции, они выросли — и я на радостях их продал. А они выросли еще на 30% процентов с момента продажи",0
"Вложился в корпоративные облигации на пару миллионов в расчете на высокую доходность, а компания взяла и исчезла с радаров",0
"Мне было лень разбираться с налогами — я думал, это сущие копейки. Но они съели огромную часть моего дохода. Лучше бы не начинал?",0
Что такое финансовый пузырь,0
Что такое медвежий рынок?,0
Как влияют финансовые пузыри  на экономику?,0
Какие бывают финансовые пузыри??,0
Что такое инвестирование?,0
Зачем  инвестировать??,0
Что такое диверсифицированный портфель?,0
Каким сервисом пользоваться чтобы оценить ценным бумаги?,0
Каким сервисом пользоваться чтобы составить демопортфель,0
"Каким сервисом пользоваться чтобы искать инвестиционные идеи от разных брокеров
?",0
"Каким сервисом пользоваться Чтобы найти информацию по любым бумагам
",0
"Каким сервисом пользоваться чтобы самостоятельно мониторить отчеты российских компаний
",0
"Каким сервисом пользоваться чтобы искать высокие дивиденды
?",0
"Каким сервисом пользоваться чтобы следить за иностранными компаниями
",0
"Каким сервисом пользоваться чтобы следить за иностранными компаниями
",0
Что такое маржинальная торговля?,0
" Может ли взиматься плата за использование средств, предоставленных брокером при маржинальной торговле??",0
В каком случае брокер может принудительно закрыть позицию клиента при наличии ранее заключенных маржинальных / необеспеченных сделок??,0
Вы получили убыток от инвестиций на срочном рынке. Возместят ли Вам ваши убытки??,0
 Вы имеете один фьючерсный контракт на акции. Цена акций резко упала. Что дальше??,0
" Вы являетесь покупателем по первой части договора РЕПО. По ценным бумагам, которые Вы получили по договору РЕПО, осуществлена выплата денежных средств или передано иное имущество, в том числе в виде дивидендов или процентов (доход). В каком случае Вы обязаны передать сумму такого дохода продавцу по договору РЕПО?",0
"Продавец передал в собственность покупателя ценные бумаги по договору РЕПО (в случае отсутствия в договоре оговорки о возможности возврата иного количества ценных бумаг). Как риск невозврата ценных бумаг, переданных по первой части договора РЕПО, для продавца может реализоваться?",0
Может ли инвестор по структурной облигации при ее погашении получить выплату меньше ее номинальной стоимости??,0
Что такое Инвестиционный пай,0
 Каким образом выплата промежуточного дохода по инвестиционным паям закрытого паевого инвестиционного фонда влияет на расчетную стоимость пая? ,0
"Если инвестор принимает решение продать принадлежащие ему паи закрытого паевого инвестиционного фонда, как быстро он может осуществить продажу??",0
Допускается ли вторичное обращение паев закрытого паевого инвестиционного фонда??,0
Что такое кредитный рейтинг облигаций ?,0
"Если инвестор принимает решение продать принадлежащие ему низколиквидные облигации, как быстро он может это сделать?",0
Что отсутствие кредитного рейтинга выпуска для любого выпуска облигаций означает?,0
"Если инвестор принимает решение продать принадлежащие ему низколиквидные облигации, как быстро он может это сделать??",0
"Можно ли в дату приобретения облигации, величина и (или) факт выплаты купонного дохода по которым зависит от изменения стоимости какого-либо актива (изменения значения какого-либо показателя) или наступления иного обстоятельства (облигаций со структурным доходом), точно рассчитать общий размер купонного дохода по такой облигации, который будет выплачен ее эмитентом?",0
"Возможно ли точно определить, как повлияет изменение рыночной стоимости активов и (или) значений финансовых показателей, от которых зависит размер купонного дохода по облигации со структурным доходом, на цену продажи такой облигации инвестором на вторичном рынке??",0
Вы получили убытки от совершения сделок с акциями. Возместят ли Вам Ваши убытки?,0
"Если инвестор принимает решение продать принадлежащую ему акцию, как быстро он может это сделать?",0
Что ликвидность акций характеризует?,0
Как устроен механизм формирования цены ETF?,0
Когда не надо платить налоги?,0
Куда вкладывать деньги?,0
Почему бизнес стоит именно «столько»?,0
Почему продается такая маленькая доля?,0
Какой срок инвестиций?,0
Как я буду получать доход?,0
Как я могу влиять на бизнес??,0
